1,1,Pedestrian,?,?,?,460,213,503,330,?,?,?,?,?,?,?,0.7390647530555725
1,2,Cyclist,?,?,?,295,292,379,395,?,?,?,?,?,?,?,0.4952225089073181
1,3,Pedestrian,?,?,?,307,221,373,372,?,?,?,?,?,?,?,0.6945807337760925
1,4,Car,?,?,?,1173,239,1258,280,?,?,?,?,?,?,?,0.5621026158332825
1,5,Pedestrian,?,?,?,219,215,240,284,?,?,?,?,?,?,?,0.4797147512435913
1,6,Car,?,?,?,1137,246,1182,279,?,?,?,?,?,?,?,0.3388232886791229
1,9,Pedestrian,?,?,?,286,220,309,298,?,?,?,?,?,?,?,0.3432724177837372
2,1,Pedestrian,?,?,?,465,213,509,332,?,?,?,?,?,?,?,0.7450129985809326
2,2,Cyclist,?,?,?,277,308,359,406,?,?,?,?,?,?,?,0.7393172979354858
2,3,Pedestrian,?,?,?,286,226,356,384,?,?,?,?,?,?,?,0.6432502865791321
2,4,Car,?,?,?,1173,239,1258,280,?,?,?,?,?,?,?,0.5540714859962463
2,5,Pedestrian,?,?,?,219,211,241,285,?,?,?,?,?,?,?,0.4375603497028351
2,6,Car,?,?,?,1137,246,1182,279,?,?,?,?,?,?,?,0.3210334777832031
2,9,Pedestrian,?,?,?,285,221,309,299,?,?,?,?,?,?,?,0.4375603497028351
3,1,Pedestrian,?,?,?,471,216,515,333,?,?,?,?,?,?,?,0.6818324327468872
3,2,Cyclist,?,?,?,243,305,340,423,?,?,?,?,?,?,?,0.742335319519043
3,3,Pedestrian,?,?,?,254,227,326,392,?,?,?,?,?,?,?,0.6664615869522095
3,4,Car,?,?,?,1173,239,1257,280,?,?,?,?,?,?,?,0.528527557849884
3,5,Pedestrian,?,?,?,218,208,241,284,?,?,?,?,?,?,?,0.5065637230873108
3,6,Car,?,?,?,1138,247,1182,279,?,?,?,?,?,?,?,0.3192102909088135
3,12,Pedestrian,?,?,?,304,220,348,346,?,?,?,?,?,?,?,0.2549469470977783
4,1,Pedestrian,?,?,?,477,214,522,333,?,?,?,?,?,?,?,0.7257075905799866
4,2,Cyclist,?,?,?,213,310,317,436,?,?,?,?,?,?,?,0.8222288489341736
4,3,Pedestrian,?,?,?,229,232,303,396,?,?,?,?,?,?,?,0.668360710144043
4,4,Car,?,?,?,1173,239,1257,280,?,?,?,?,?,?,?,0.5349892973899841
4,5,Pedestrian,?,?,?,217,213,241,291,?,?,?,?,?,?,?,0.3013930320739746
4,6,Car,?,?,?,1137,247,1182,279,?,?,?,?,?,?,?,0.31899136304855347
4,12,Pedestrian,?,?,?,314,215,346,306,?,?,?,?,?,?,?,0.32227087020874023
5,1,Pedestrian,?,?,?,483,215,528,333,?,?,?,?,?,?,?,0.7006207704544067
5,2,Cyclist,?,?,?,178,311,292,450,?,?,?,?,?,?,?,0.7930689454078674
5,3,Pedestrian,?,?,?,192,227,274,410,?,?,?,?,?,?,?,0.7338714599609375
5,4,Car,?,?,?,1173,239,1257,280,?,?,?,?,?,?,?,0.5621039271354675
5,5,Pedestrian,?,?,?,217,213,241,293,?,?,?,?,?,?,?,0.4663538634777069
5,6,Car,?,?,?,1138,247,1182,279,?,?,?,?,?,?,?,0.32754409313201904
5,9,Pedestrian,?,?,?,279,217,304,298,?,?,?,?,?,?,?,0.4663538634777069
5,12,Pedestrian,?,?,?,316,217,344,298,?,?,?,?,?,?,?,0.2621217966079712
6,1,Pedestrian,?,?,?,489,213,534,332,?,?,?,?,?,?,?,0.6934000849723816
6,2,Cyclist,?,?,?,137,312,265,467,?,?,?,?,?,?,?,0.7898792624473572
6,3,Pedestrian,?,?,?,158,229,243,413,?,?,?,?,?,?,?,0.733451247215271
6,4,Car,?,?,?,1173,239,1257,280,?,?,?,?,?,?,?,0.5446779727935791
6,6,Car,?,?,?,1138,247,1182,279,?,?,?,?,?,?,?,0.3286246359348297
6,9,Pedestrian,?,?,?,279,215,306,300,?,?,?,?,?,?,?,0.5900552868843079
6,12,Pedestrian,?,?,?,317,217,345,298,?,?,?,?,?,?,?,0.4430115520954132
6,14,Pedestrian,?,?,?,310,213,341,299,?,?,?,?,?,?,?,0.2636095881462097
7,1,Pedestrian,?,?,?,495,215,541,335,?,?,?,?,?,?,?,0.7789859175682068
7,2,Cyclist,?,?,?,99,317,234,482,?,?,?,?,?,?,?,0.817419707775116
7,3,Pedestrian,?,?,?,117,230,212,432,?,?,?,?,?,?,?,0.8137401342391968
7,4,Car,?,?,?,1173,239,1257,280,?,?,?,?,?,?,?,0.5410491228103638
7,5,Pedestrian,?,?,?,217,213,240,291,?,?,?,?,?,?,?,0.4744134545326233
7,6,Car,?,?,?,1138,247,1183,279,?,?,?,?,?,?,?,0.3167872428894043
7,9,Pedestrian,?,?,?,282,214,309,301,?,?,?,?,?,?,?,0.635465681552887
7,12,Pedestrian,?,?,?,314,213,343,297,?,?,?,?,?,?,?,0.44646596908569336
7,14,Pedestrian,?,?,?,316,213,348,301,?,?,?,?,?,?,?,0.5762974619865417
8,1,Pedestrian,?,?,?,500,214,547,336,?,?,?,?,?,?,?,0.7774301171302795
8,2,Cyclist,?,?,?,54,333,195,502,?,?,?,?,?,?,?,0.8317542672157288
8,3,Pedestrian,?,?,?,69,231,172,449,?,?,?,?,?,?,?,0.8321556448936462
8,4,Car,?,?,?,1173,239,1257,280,?,?,?,?,?,?,?,0.5325403213500977
8,5,Pedestrian,?,?,?,215,212,239,291,?,?,?,?,?,?,?,0.4209066927433014
8,6,Car,?,?,?,1138,247,1182,279,?,?,?,?,?,?,?,0.33063066005706787
8,9,Pedestrian,?,?,?,284,215,311,301,?,?,?,?,?,?,?,0.5452905893325806
8,12,Pedestrian,?,?,?,314,213,343,298,?,?,?,?,?,?,?,0.36105626821517944
8,14,Pedestrian,?,?,?,320,214,351,302,?,?,?,?,?,?,?,0.5906333327293396
9,1,Pedestrian,?,?,?,504,215,552,338,?,?,?,?,?,?,?,0.8446563482284546
9,2,Cyclist,?,?,?,13,340,155,510,?,?,?,?,?,?,?,0.8317747712135315
9,3,Pedestrian,?,?,?,16,235,129,472,?,?,?,?,?,?,?,0.8674724102020264
9,4,Car,?,?,?,1173,239,1257,280,?,?,?,?,?,?,?,0.5372324585914612
9,5,Pedestrian,?,?,?,216,213,239,290,?,?,?,?,?,?,?,0.3229997754096985
9,6,Car,?,?,?,1138,247,1183,279,?,?,?,?,?,?,?,0.3190828561782837
9,9,Pedestrian,?,?,?,287,216,314,301,?,?,?,?,?,?,?,0.5691820383071899
9,12,Pedestrian,?,?,?,318,218,346,299,?,?,?,?,?,?,?,0.32212287187576294
9,14,Pedestrian,?,?,?,324,218,353,301,?,?,?,?,?,?,?,0.5225785970687866
10,1,Pedestrian,?,?,?,512,215,559,337,?,?,?,?,?,?,?,0.7910698652267456
10,2,Cyclist,?,?,?,-12,345,123,512,?,?,?,?,?,?,?,0.7264333367347717
10,3,Pedestrian,?,?,?,-18,244,96,492,?,?,?,?,?,?,?,0.8435570597648621
10,4,Car,?,?,?,1173,239,1257,280,?,?,?,?,?,?,?,0.5564737915992737
10,5,Pedestrian,?,?,?,216,215,239,291,?,?,?,?,?,?,?,0.4324852228164673
10,6,Car,?,?,?,1137,247,1182,279,?,?,?,?,?,?,?,0.33032116293907166
10,9,Pedestrian,?,?,?,288,215,316,302,?,?,?,?,?,?,?,0.6018810868263245
10,12,Pedestrian,?,?,?,319,217,348,301,?,?,?,?,?,?,?,0.25614169239997864
10,14,Pedestrian,?,?,?,325,219,355,302,?,?,?,?,?,?,?,0.5724260807037354
10,17,Pedestrian,?,?,?,247,217,267,288,?,?,?,?,?,?,?,0.3296584188938141
11,1,Pedestrian,?,?,?,522,213,571,338,?,?,?,?,?,?,?,0.770391583442688
11,2,Cyclist,?,?,?,-40,336,99,514,?,?,?,?,?,?,?,0.4095360040664673
11,3,Cyclist,?,?,?,-50,245,68,504,?,?,?,?,?,?,?,0.4095360040664673
11,4,Car,?,?,?,1173,239,1257,280,?,?,?,?,?,?,?,0.5638954639434814
11,5,Pedestrian,?,?,?,215,215,239,292,?,?,?,?,?,?,?,0.5503281354904175
11,6,Car,?,?,?,1137,247,1183,279,?,?,?,?,?,?,?,0.3223956823348999
11,9,Pedestrian,?,?,?,289,216,317,303,?,?,?,?,?,?,?,0.6102222204208374
11,12,Pedestrian,?,?,?,320,216,349,298,?,?,?,?,?,?,?,0.6439071893692017
11,14,Pedestrian,?,?,?,326,218,356,302,?,?,?,?,?,?,?,0.6439071893692017
11,17,Pedestrian,?,?,?,247,217,267,288,?,?,?,?,?,?,?,0.5349859595298767
12,1,Pedestrian,?,?,?,533,214,582,340,?,?,?,?,?,?,?,0.7975788116455078
12,2,Pedestrian,?,?,?,-71,339,74,525,?,?,?,?,?,?,?,0.46756041049957275
12,4,Car,?,?,?,1173,239,1256,281,?,?,?,?,?,?,?,0.5519471168518066
12,5,Pedestrian,?,?,?,216,216,240,293,?,?,?,?,?,?,?,0.46756041049957275
12,6,Car,?,?,?,1137,247,1183,279,?,?,?,?,?,?,?,0.3173103928565979
12,9,Pedestrian,?,?,?,290,217,318,303,?,?,?,?,?,?,?,0.5822926163673401
12,14,Pedestrian,?,?,?,326,218,357,303,?,?,?,?,?,?,?,0.6262980103492737
12,17,Pedestrian,?,?,?,246,218,267,292,?,?,?,?,?,?,?,0.4000956118106842
13,1,Pedestrian,?,?,?,542,217,591,341,?,?,?,?,?,?,?,0.7923653721809387
13,4,Car,?,?,?,1173,239,1257,280,?,?,?,?,?,?,?,0.5499784350395203
13,5,Pedestrian,?,?,?,216,215,240,293,?,?,?,?,?,?,?,0.4380877614021301
13,6,Car,?,?,?,1137,247,1183,279,?,?,?,?,?,?,?,0.3284185528755188
13,9,Pedestrian,?,?,?,290,218,318,303,?,?,?,?,?,?,?,0.5004379153251648
13,14,Pedestrian,?,?,?,326,218,356,303,?,?,?,?,?,?,?,0.3956678509712219
13,17,Pedestrian,?,?,?,247,219,268,293,?,?,?,?,?,?,?,0.37697839736938477
13,19,Pedestrian,?,?,?,280,217,307,298,?,?,?,?,?,?,?,0.40853771567344666
14,1,Pedestrian,?,?,?,547,216,598,343,?,?,?,?,?,?,?,0.8284866809844971
14,4,Car,?,?,?,1174,239,1257,280,?,?,?,?,?,?,?,0.5534064769744873
14,5,Pedestrian,?,?,?,216,212,241,292,?,?,?,?,?,?,?,0.36814945936203003
14,6,Car,?,?,?,1137,247,1183,279,?,?,?,?,?,?,?,0.3354489505290985
14,9,Pedestrian,?,?,?,291,217,319,303,?,?,?,?,?,?,?,0.5498009920120239
14,12,Pedestrian,?,?,?,340,219,368,302,?,?,?,?,?,?,?,0.2547001242637634
14,14,Pedestrian,?,?,?,327,218,357,304,?,?,?,?,?,?,?,0.5389560461044312
14,17,Pedestrian,?,?,?,247,220,268,294,?,?,?,?,?,?,?,0.36814945936203003
14,19,Pedestrian,?,?,?,279,217,306,298,?,?,?,?,?,?,?,0.5498009920120239
15,1,Pedestrian,?,?,?,552,215,604,345,?,?,?,?,?,?,?,0.8408527970314026
15,4,Car,?,?,?,1173,239,1257,280,?,?,?,?,?,?,?,0.5652322769165039
15,5,Pedestrian,?,?,?,217,212,241,292,?,?,?,?,?,?,?,0.30826207995414734
15,6,Car,?,?,?,1137,247,1183,279,?,?,?,?,?,?,?,0.32252854108810425
15,9,Pedestrian,?,?,?,292,215,322,304,?,?,?,?,?,?,?,0.5854834914207458
15,12,Pedestrian,?,?,?,342,219,370,302,?,?,?,?,?,?,?,0.44069090485572815
